college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca
Star Lion College of Engineering and Technology- Thanjavur(Dist),COMPUTER SCIENCE AND ENGINEERING,112.0,,,,,,
Star Lion College of Engineering and Technology- Thanjavur(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,87.0,,,,,,
Star Lion College of Engineering and Technology- Thanjavur(Dist),MECHANICAL ENGINEERING,83.0,,,,,,
"OAS Institute of Technology and Management, Thiruchirappalli",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,100.0,96.0,105.0,103.0,113.5,86.0
"OAS Institute of Technology and Management, Thiruchirappalli",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),83.0,,,,,,
"OAS Institute of Technology and Management, Thiruchirappalli",COMPUTER SCIENCE AND BUSSINESS SYSTEM,80.5,,,,,,
"OAS Institute of Technology and Management, Thiruchirappalli",COMPUTER SCIENCE AND ENGINEERING,116.0,100.0,87.0,,97.0,,81.0
"OAS Institute of Technology and Management, Thiruchirappalli",ELECTRONICS AND COMMUNICATION ENGINEERING,108.5,,91.0,,87.0,,
"OAS Institute of Technology and Management, Thiruchirappalli",ELECTRICAL AND ELECTRONICS ENGINEERING,100.5,91.0,82.5,,,,
"OAS Institute of Technology and Management, Thiruchirappalli",INFORMATION TECHNOLOGY,125.5,97.0,95.5,,104.5,,91.5
M.A.M. School of Engineering - Thiruchirapalli (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.0,102.0,127.0,,117.0,,141.5
M.A.M. School of Engineering - Thiruchirapalli (Dist),AERONAUTICAL ENGINEERING,96.5,,87.0,96.0,,,
M.A.M. School of Engineering - Thiruchirapalli (Dist),BIO MEDICAL ENGINEERING,135.5,96.0,117.0,,109.0,,100.5
M.A.M. School of Engineering - Thiruchirapalli (Dist),COMPUTER SCIENCE AND ENGINEERING,144.5,116.5,118.0,137.0,124.0,,
M.A.M. School of Engineering - Thiruchirapalli (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,125.0,110.0,106.5,122.5,104.0,,
M.A.M. School of Engineering - Thiruchirapalli (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,96.0,,,,,,
M.A.M. School of Engineering - Thiruchirapalli (Dist),INFORMATION TECHNOLOGY,154.5,118.5,118.5,,88.0,,126.5
M.A.M. School of Engineering - Thiruchirapalli (Dist),MECHANICAL ENGINEERING,96.0,90.0,,,,,
M.A.M. School of Engineering - Thiruchirapalli (Dist),MECHATRONICS ENGINEERING,88.0,,,,,,
Trp Engineering College- Thiruchirapalli (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,163.5,152.5,142.5,150.5,114.0,,113.0
Trp Engineering College- Thiruchirapalli (Dist),CIVIL ENGINEERING,119.0,81.5,104.0,,,,
Trp Engineering College- Thiruchirapalli (Dist),COMPUTER SCIENCE AND ENGINEERING,168.0,157.0,144.0,158.5,112.0,,126.0
Trp Engineering College- Thiruchirapalli (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,158.0,151.0,143.5,152.0,97.5,,
Trp Engineering College- Thiruchirapalli (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,146.5,135.0,119.5,142.0,110.0,,
Trp Engineering College- Thiruchirapalli (Dist),MECHANICAL ENGINEERING,122.0,94.5,101.0,102.0,99.0,95.0,
A.V.C College of Engineering - Nagapattinam,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,168.5,134.5,138.5,167.5,101.0,,
A.V.C College of Engineering - Nagapattinam,CIVIL ENGINEERING,117.0,,96.5,,95.5,,
A.V.C College of Engineering - Nagapattinam,COMPUTER SCIENCE AND ENGINEERING,165.0,125.0,145.5,152.5,105.0,,101.5
A.V.C College of Engineering - Nagapattinam,ELECTRONICS AND COMMUNICATION ENGINEERING,147.5,98.5,136.5,143.5,106.0,,
A.V.C College of Engineering - Nagapattinam,ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,102.5,121.0,,103.0,,
A.V.C College of Engineering - Nagapattinam,INSTRUMENTATION AND CONTROL ENGINEERING,119.0,,105.0,,,,
A.V.C College of Engineering - Nagapattinam,INFORMATION TECHNOLOGY,163.0,125.5,143.5,150.0,83.0,,
A.V.C College of Engineering - Nagapattinam,MECHANICAL ENGINEERING,114.5,,106.5,,109.5,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,CIVIL ENGINEERING,127.0,86.5,97.5,126.5,116.5,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,CHEMICAL ENGINEERING,97.5,,,,,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,COMPUTER SCIENCE AND ENGINEERING,172.5,164.5,152.5,161.5,146.5,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,ELECTRONICS AND COMMUNICATION ENGINEERING,159.5,153.0,143.0,152.5,108.0,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,ELECTRICAL AND ELECTRONICS ENGINEERING,145.0,104.0,112.0,133.5,88.0,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,INFORMATION TECHNOLOGY,163.5,155.5,144.0,161.0,124.5,,
Anjalai Ammal Mahalingam Engineering College - Thiruvarur,MECHANICAL ENGINEERING,129.0,117.0,115.5,115.5,102.5,,
Arasu Engineering College - Kumbakonam,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.5,94.0,134.0,105.0,101.5,,
Arasu Engineering College - Kumbakonam,BIO MEDICAL ENGINEERING,93.0,,,,,,
Arasu Engineering College - Kumbakonam,COMPUTER SCIENCE AND ENGINEERING,141.0,100.0,87.0,104.5,85.0,,
Arasu Engineering College - Kumbakonam,ELECTRONICS AND COMMUNICATION ENGINEERING,108.5,93.5,94.5,,93.5,,
Arasu Engineering College - Kumbakonam,ELECTRICAL AND ELECTRONICS ENGINEERING,91.0,,,,,,
Arasu Engineering College - Kumbakonam,INFORMATION TECHNOLOGY,132.5,95.5,81.5,124.5,83.5,,
Arasu Engineering College - Kumbakonam,MECHANICAL ENGINEERING,83.5,,,,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148.5,133.5,132.0,133.5,98.5,,119.0
Dhanalakshmi Srinivasan Engineering College - Perambalur,AERONAUTICAL ENGINEERING,120.0,104.5,110.0,107.5,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,AGRICULTURAL ENGINEERING,93.5,,,,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,BIO MEDICAL ENGINEERING,114.0,99.5,107.0,97.5,85.5,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,BIO TECHNOLOGY,111.5,,,,107.0,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,CIVIL ENGINEERING,111.0,107.0,85.0,94.5,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,CHEMICAL ENGINEERING,119.5,103.0,87.5,111.0,111.0,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,COMPUTER SCIENCE AND ENGINEERING,153.0,136.5,140.5,138.5,104.5,,97.5
Dhanalakshmi Srinivasan Engineering College - Perambalur,ELECTRONICS AND COMMUNICATION ENGINEERING,140.0,113.0,123.0,124.0,91.0,,97.0
Dhanalakshmi Srinivasan Engineering College - Perambalur,ELECTRICAL AND ELECTRONICS ENGINEERING,126.5,97.5,112.5,82.0,104.0,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,FOOD TECHNOLOGY,122.0,92.5,95.0,,91.5,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,INFORMATION TECHNOLOGY,144.0,130.0,132.5,120.5,86.0,116.5,126.0
Dhanalakshmi Srinivasan Engineering College - Perambalur,MECHANICAL ENGINEERING,113.0,101.5,103.0,,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,PHARMACEUTICAL TECHNOLOGY,87.5,,,,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,ROBOTICS AND AUTOMATION,116.0,86.5,90.5,97.0,,,
Dhanalakshmi Srinivasan Engineering College - Perambalur,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),142.0,128.0,129.5,128.0,89.0,,
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.5,117.0,129.0,145.5,99.5,,92.5
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,BIO MEDICAL ENGINEERING,145.0,105.5,117.0,137.0,98.5,,
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,COMPUTER SCIENCE AND BUSSINESS SYSTEM,136.5,105.0,121.5,121.5,98.5,,
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,CIVIL ENGINEERING,109.5,91.0,97.5,,88.5,,
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,COMPUTER SCIENCE AND ENGINEERING,151.0,130.0,129.5,132.0,112.5,,109.5
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,ELECTRONICS AND COMMUNICATION ENGINEERING,140.0,117.0,121.5,129.0,102.0,,90.5
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,ELECTRICAL AND ELECTRONICS ENGINEERING,120.0,82.5,104.5,119.5,93.0,,
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,INFORMATION TECHNOLOGY,154.5,117.0,140.0,141.5,115.5,,110.0
Edayathangudy G.S. Pillay Engineering College - Nagapattinam,MECHANICAL ENGINEERING,118.5,92.5,102.0,109.0,89.0,,
J.J. College of Engineering and Technology - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,127.0,96.5,121.5,100.5,,
J.J. College of Engineering and Technology - Trichy,AERONAUTICAL ENGINEERING,110.5,,101.5,,,,
J.J. College of Engineering and Technology - Trichy,CIVIL ENGINEERING,106.5,94.5,83.0,,91.5,,
J.J. College of Engineering and Technology - Trichy,COMPUTER SCIENCE AND ENGINEERING,148.0,134.5,106.0,138.5,103.5,,107.5
J.J. College of Engineering and Technology - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,154.5,127.5,123.5,139.0,112.5,,110.5
J.J. College of Engineering and Technology - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,92.0,92.0,124.0,112.0,,
J.J. College of Engineering and Technology - Trichy,INFORMATION TECHNOLOGY,144.5,126.5,88.5,123.0,91.0,,
J.J. College of Engineering and Technology - Trichy,MECHANICAL ENGINEERING,116.5,90.5,89.0,89.5,98.0,,
J.J. College of Engineering and Technology - Trichy,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),140.0,123.0,115.0,136.0,,,
Mam College of Engineering - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.0,115.5,137.0,173.0,134.5,,101.0
Mam College of Engineering - Trichy,AGRICULTURAL ENGINEERING,84.0,,,,,,
Mam College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),115.5,100.5,95.0,113.0,102.5,,
Mam College of Engineering - Trichy,BIO MEDICAL ENGINEERING,124.5,89.0,99.0,,95.0,,
Mam College of Engineering - Trichy,BIO TECHNOLOGY,99.5,,,,,,
Mam College of Engineering - Trichy,CIVIL ENGINEERING,96.0,,,,94.0,,
Mam College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING,125.0,91.0,115.0,103.5,88.0,,121.0
Mam College of Engineering - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,121.0,94.5,97.5,89.0,87.0,,
Mam College of Engineering - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,95.0,85.5,90.0,,,,
Mam College of Engineering - Trichy,ELECTRONICS AND INSTRUMENTATION ENGINEERING,98.5,94.5,93.0,,,,
Mam College of Engineering - Trichy,FOOD TECHNOLOGY,90.0,,,,,,
Mam College of Engineering - Trichy,INFORMATION TECHNOLOGY,127.5,97.5,110.0,113.5,95.5,,
Mam College of Engineering - Trichy,MECHANICAL ENGINEERING,111.0,82.5,87.0,,85.0,,87.0
Mam College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),111.5,101.0,102.5,,107.5,,
M.I.E.T Engineering College - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5,112.0,110.0,145.0,100.0,,
M.I.E.T Engineering College - Trichy,BIO MEDICAL ENGINEERING,97.5,,,,,,
M.I.E.T Engineering College - Trichy,CIVIL ENGINEERING,87.5,,,,,,
M.I.E.T Engineering College - Trichy,COMPUTER SCIENCE AND ENGINEERING,125.5,89.0,99.5,95.0,84.5,113.5,111.0
M.I.E.T Engineering College - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,117.5,96.5,103.0,117.0,,,
M.I.E.T Engineering College - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,86.5,,,,,,
M.I.E.T Engineering College - Trichy,INFORMATION TECHNOLOGY,122.5,88.5,95.5,94.5,89.5,,
M.I.E.T Engineering College - Trichy,MECHANICAL ENGINEERING,87.0,,,,,,
Mookambigai College of Engineering - Pudukkottai,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,102.5,80.0,80.0,,,,
Mookambigai College of Engineering - Pudukkottai,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),92.0,,,,,,
Mookambigai College of Engineering - Pudukkottai,CIVIL ENGINEERING,87.0,,,,,,
Mookambigai College of Engineering - Pudukkottai,COMPUTER SCIENCE AND ENGINEERING,106.5,87.0,102.5,,88.5,,91.0
Mookambigai College of Engineering - Pudukkottai,ELECTRONICS AND COMMUNICATION ENGINEERING,94.0,,83.5,,89.5,,
Mookambigai College of Engineering - Pudukkottai,ELECTRICAL AND ELECTRONICS ENGINEERING,106.5,,,,,,
Mookambigai College of Engineering - Pudukkottai,ELECTRONICS AND INSTRUMENTATION ENGINEERING,95.0,,,,,,
Mookambigai College of Engineering - Pudukkottai,INFORMATION TECHNOLOGY,85.0,,,,,,
Mookambigai College of Engineering - Pudukkottai,MECHANICAL ENGINEERING,97.5,,,,,,
Oxford Engineering College - Trichy,CIVIL ENGINEERING,91.5,,,,,,
Oxford Engineering College - Trichy,COMPUTER SCIENCE AND ENGINEERING,97.0,,,,,,
Oxford Engineering College - Trichy,INFORMATION TECHNOLOGY,111.0,,,,,,
P.R. Engineering College - Thanjavur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,88.5,,,,,,
P.R. Engineering College - Thanjavur,CIVIL ENGINEERING,109.5,,,,,,
P.R. Engineering College - Thanjavur,COMPUTER SCIENCE AND ENGINEERING,96.0,,,,,,
P.R. Engineering College - Thanjavur,ELECTRONICS AND COMMUNICATION ENGINEERING,118.5,,,,,,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.0,138.0,,106.0,110.5,,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,BIO MEDICAL ENGINEERING,131.5,106.5,131.0,,116.5,,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,BIO TECHNOLOGY,108.5,101.5,86.0,,107.0,,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,COMPUTER SCIENCE AND ENGINEERING,118.5,103.0,,,110.0,,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,88.0,87.0,,,,,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,INFORMATION TECHNOLOGY,129.0,86.5,91.5,,91.0,118.0,
Pavendar Bharathidasan College of Engineering and Technology - Trichy,MECHANICAL ENGINEERING,108.0,,,,,,
Roever Engineering College - Perambalur,BIO TECHNOLOGY,121.0,111.5,109.5,,103.0,,
Roever Engineering College - Perambalur,CIVIL ENGINEERING,102.0,,,,,,
Roever Engineering College - Perambalur,COMPUTER SCIENCE AND ENGINEERING,140.0,111.0,115.0,124.5,91.0,99.5,102.0
Roever Engineering College - Perambalur,ELECTRONICS AND COMMUNICATION ENGINEERING,133.5,92.0,104.5,90.5,98.5,,
Roever Engineering College - Perambalur,ELECTRICAL AND ELECTRONICS ENGINEERING,104.5,,89.0,,,,
Roever Engineering College - Perambalur,MECHANICAL ENGINEERING,90.5,,,,,,
Saranathan College of Engineering - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,175.0,164.5,153.0,163.5,132.0,,139.0
Saranathan College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),169.0,163.5,159.5,163.0,135.5,142.5,
Saranathan College of Engineering - Trichy,COMPUTER SCIENCE AND BUSSINESS SYSTEM,164.5,158.0,151.0,160.0,126.0,,
Saranathan College of Engineering - Trichy,CIVIL ENGINEERING,147.0,117.5,109.5,134.5,88.5,,
Saranathan College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING,181.5,176.5,169.0,192.5,144.0,,124.5
Saranathan College of Engineering - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,172.0,165.5,156.5,165.0,132.5,,117.0
Saranathan College of Engineering - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,156.0,151.5,141.0,146.5,122.5,,
Saranathan College of Engineering - Trichy,INSTRUMENTATION AND CONTROL ENGINEERING,156.0,144.5,136.5,137.0,117.0,,
Saranathan College of Engineering - Trichy,INFORMATION TECHNOLOGY,172.0,166.5,160.0,170.5,142.5,,
Saranathan College of Engineering - Trichy,MECHANICAL ENGINEERING,147.5,131.0,120.5,138.5,122.5,,
Trichy Engineering College - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130.5,95.5,94.5,,99.5,,90.0
Trichy Engineering College - Trichy,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),129.5,,,,,,
Trichy Engineering College - Trichy,CIVIL ENGINEERING,158.5,,,,,,
Trichy Engineering College - Trichy,COMPUTER SCIENCE AND ENGINEERING,117.5,95.0,96.0,,83.0,,
Trichy Engineering College - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,109.0,,,,,,
Trichy Engineering College - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,112.0,,,,,,
Trichy Engineering College - Trichy,MECHATRONICS ENGINEERING,134.0,,,,,,
A.R.J College of Engineering and Technology - Tiruvarur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,108.0,96.5,,98.0,,,
A.R.J College of Engineering and Technology - Tiruvarur,AGRICULTURAL ENGINEERING,134.5,,,,,,
A.R.J College of Engineering and Technology - Tiruvarur,BIO MEDICAL ENGINEERING,89.5,,,,,,
A.R.J College of Engineering and Technology - Tiruvarur,COMPUTER SCIENCE AND ENGINEERING,86.5,,,,,,
A.R.J College of Engineering and Technology - Tiruvarur,ELECTRONICS AND COMMUNICATION ENGINEERING,90.5,82.5,83.5,87.0,,,
A.R.J College of Engineering and Technology - Tiruvarur,ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,,,,,,
A.R.J College of Engineering and Technology - Tiruvarur,MECHANICAL ENGINEERING,105.0,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,87.5,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,BIO MEDICAL ENGINEERING,89.0,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,COMPUTER SCIENCE AND ENGINEERING,87.0,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,ELECTRONICS AND COMMUNICATION ENGINEERING,108.5,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,ELECTRICAL AND ELECTRONICS ENGINEERING,117.0,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,INFORMATION TECHNOLOGY,86.5,,,,,,
Dr.Navalar Nedunchezhiyan College of Engineering - Cuddalore,MECHANICAL ENGINEERING,102.0,,,,,,
St.Joseph's College of Engineering and Technology - Thanjavur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,141.0,123.5,85.5,129.0,107.5,,
St.Joseph's College of Engineering and Technology - Thanjavur,COMPUTER SCIENCE AND ENGINEERING,125.5,104.5,99.5,109.5,89.5,,
St.Joseph's College of Engineering and Technology - Thanjavur,ELECTRONICS AND COMMUNICATION ENGINEERING,112.0,89.99,91.5,86.0,86.5,,
St.Joseph's College of Engineering and Technology - Thanjavur,ELECTRICAL AND ELECTRONICS ENGINEERING,106.5,81.5,,,90.0,,
St.Joseph's College of Engineering and Technology - Thanjavur,INFORMATION TECHNOLOGY,128.5,110.5,92.5,87.5,108.5,,
St.Joseph's College of Engineering and Technology - Thanjavur,MECHANICAL ENGINEERING,98.5,85.0,80.5,,88.5,,
Kongunadu College of Engineering and Technology - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.0,150.0,150.0,149.0,128.5,181.0,130.5
Kongunadu College of Engineering and Technology - Trichy,AGRICULTURAL ENGINEERING,137.5,111.5,112.5,114.0,113.0,113.5,133.5
Kongunadu College of Engineering and Technology - Trichy,BIO MEDICAL ENGINEERING,144.0,124.0,134.0,136.0,114.5,,108.5
Kongunadu College of Engineering and Technology - Trichy,CIVIL ENGINEERING,135.0,111.0,111.5,,100.5,,129.5
Kongunadu College of Engineering and Technology - Trichy,COMPUTER SCIENCE AND ENGINEERING,163.5,152.5,150.0,142.0,114.5,126.0,121.0
Kongunadu College of Engineering and Technology - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,160.5,150.0,146.5,138.5,116.5,121.5,118.5
Kongunadu College of Engineering and Technology - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,149.0,142.0,141.5,124.5,108.5,,121.0
Kongunadu College of Engineering and Technology - Trichy,INFORMATION TECHNOLOGY,162.0,151.5,147.5,142.5,134.0,,125.5
Kongunadu College of Engineering and Technology - Trichy,MECHANICAL ENGINEERING,135.0,116.5,122.5,114.0,119.0,89.5,126.0
M.A.M. College of Engineering and Technology - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.0,138.0,120.5,142.5,125.5,,116.5
M.A.M. College of Engineering and Technology - Trichy,CIVIL ENGINEERING,155.0,85.5,95.5,,96.0,,
M.A.M. College of Engineering and Technology - Trichy,COMPUTER SCIENCE AND ENGINEERING,137.5,116.5,111.5,132.0,100.0,,
M.A.M. College of Engineering and Technology - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,144.0,113.0,103.5,86.0,104.0,,
M.A.M. College of Engineering and Technology - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,122.0,80.0,107.0,,89.0,,
M.A.M. College of Engineering and Technology - Trichy,INFORMATION TECHNOLOGY,145.5,116.0,92.0,129.5,93.5,,140.0
M.A.M. College of Engineering and Technology - Trichy,MECHANICAL ENGINEERING,107.0,92.0,100.0,,82.5,,
K.Ramakrishnan College of Engineering - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.5,162.0,149.5,159.5,121.0,,115.0
K.Ramakrishnan College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),164.0,156.5,146.0,158.5,132.0,116.0,
K.Ramakrishnan College of Engineering - Trichy,COMPUTER SCIENCE AND BUSSINESS SYSTEM,160.0,152.0,139.0,157.5,90.0,,
K.Ramakrishnan College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING,179.0,169.5,160.0,170.0,144.5,,121.5
K.Ramakrishnan College of Engineering - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,166.5,159.0,145.0,158.5,130.0,,151.5
K.Ramakrishnan College of Engineering - Trichy,ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,145.5,129.0,143.5,102.0,,
K.Ramakrishnan College of Engineering - Trichy,INFORMATION TECHNOLOGY,169.5,159.5,149.5,151.5,116.5,,
K.Ramakrishnan College of Engineering - Trichy,MECHANICAL ENGINEERING,136.0,122.0,119.0,132.5,111.5,,
Indra Ganesan College of Engineering - Trichy,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,129.5,103.5,97.0,114.0,101.0,,
Indra Ganesan College of Engineering - Trichy,AGRICULTURAL ENGINEERING,96.5,,,,,,
Indra Ganesan College of Engineering - Trichy,BIO MEDICAL ENGINEERING,97.0,,,,,,
Indra Ganesan College of Engineering - Trichy,COMPUTER SCIENCE AND ENGINEERING,109.0,89.0,83.5,103.5,81.0,,
Indra Ganesan College of Engineering - Trichy,ELECTRONICS AND COMMUNICATION ENGINEERING,89.0,,,,,,
Indra Ganesan College of Engineering - Trichy,INFORMATION TECHNOLOGY,81.5,,,,,,
Indra Ganesan College of Engineering - Trichy,MECHANICAL ENGINEERING,100.0,,,,,,
Parisutham Institute of Science and Technology - Thanjavur,AERONAUTICAL ENGINEERING,102.0,,,,,,
Parisutham Institute of Science and Technology - Thanjavur,COMPUTER SCIENCE AND ENGINEERING,125.5,90.0,83.0,108.5,98.0,,86.0
Parisutham Institute of Science and Technology - Thanjavur,ELECTRONICS AND COMMUNICATION ENGINEERING,89.0,,,,,,
Parisutham Institute of Science and Technology - Thanjavur,ELECTRICAL AND ELECTRONICS ENGINEERING,100.0,,,,,,
Parisutham Institute of Science and Technology - Thanjavur,INFORMATION TECHNOLOGY,115.5,89.5,106.5,,,,
Parisutham Institute of Science and Technology - Thanjavur,MECHANICAL ENGINEERING,95.0,,,,,,
C.A.R.E School of Engineering -Thiruchirappalli(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,143.5,141.0,151.0,94.5,,112.5
C.A.R.E School of Engineering -Thiruchirappalli(Dist),CIVIL ENGINEERING,110.0,101.0,,,107.5,,
C.A.R.E School of Engineering -Thiruchirappalli(Dist),COMPUTER SCIENCE AND ENGINEERING,157.0,142.0,137.5,149.0,108.0,,111.5
C.A.R.E School of Engineering -Thiruchirappalli(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,146.5,139.0,138.0,139.5,111.0,,103.5
C.A.R.E School of Engineering -Thiruchirappalli(Dist),MECHANICAL ENGINEERING,120.5,80.0,101.0,,106.5,,
M R K Institute of Technology -Cuddalore(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.0,109.5,124.5,,134.0,,
M R K Institute of Technology -Cuddalore(Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),128.5,102.5,119.0,,,,
M R K Institute of Technology -Cuddalore(Dist),CIVIL ENGINEERING,114.0,,87.5,,,,
M R K Institute of Technology -Cuddalore(Dist),COMPUTER SCIENCE AND ENGINEERING,142.0,114.0,127.5,135.0,108.5,,
M R K Institute of Technology -Cuddalore(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,124.5,97.5,102.0,101.0,106.5,,
M R K Institute of Technology -Cuddalore(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,133.5,86.5,92.5,,95.0,,
M R K Institute of Technology -Cuddalore(Dist),INFORMATION TECHNOLOGY,151.5,105.5,132.0,141.0,132.5,,
M R K Institute of Technology -Cuddalore(Dist),MECHANICAL ENGINEERING,112.0,108.5,95.0,108.5,91.0,,
Shivani Engneering College -Thiruchirappalli(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,112.0,82.5,98.5,,97.5,,
Shivani Engneering College -Thiruchirappalli(Dist),BIO MEDICAL ENGINEERING,105.0,93.0,85.5,,86.0,,98.0
Shivani Engneering College -Thiruchirappalli(Dist),COMPUTER SCIENCE AND ENGINEERING,117.0,103.0,107.0,,96.0,,
